DATAFLOW;FREQ;REF_AREA;COMMODITY;TRANSACTION;TIME_PERIOD;OBS_VALUE;UNIT_MULT;UNIT_MEASURE;OBS_STATUS
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;03;2020;4.5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;03;2021;8.5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;1990;0;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;1991;0;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2005;2116;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2006;2457;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2007;3226;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2008;4084;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2009;7093.5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2010;16650.1;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2011;16475.5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2012;15155.4;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2013;12439;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2014;13985.8;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2015;13302.8;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2016;23680;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2017;28552.5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2018;31472.2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2019;32191.6;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2020;28126.6;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;04;2021;15708.1;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2005;-33;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2006;-114;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2007;171;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2008;-3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2009;928;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2010;1313.2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2011;6017;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2012;-1715.9;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2013;-945.3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2014;-1705;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2015;530.2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2016;-54;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2017;4416;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;496;0100;06;2018;387.8;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1992;2489;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1993;1938;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1994;2141;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1995;1315;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1996;1079;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1997;653;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1998;504;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;1999;186;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2000;138;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2001;140;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2002;150;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2003;267;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2004;185;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2005;166;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2006;176;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2007;180;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2008;206;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2009;134;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2010;181;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2011;207;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2012;184;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2013;259;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2014;148;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2015;166;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2016;99;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2017;200;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2018;144;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2019;147;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;03;2020;133;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;04;1992;194;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1992;-114;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1993;-202;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1994;-24;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1995;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1996;-45;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1997;50;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1998;-42;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;1999;-42;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2000;-42;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2001;-2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2002;-2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2003;47;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2004;-1;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2005;-1;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2006;-18;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2007;50;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2008;8;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2009;-45;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2010;-5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2011;9;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2012;-7;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2013;9;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2014;-12;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2015;-5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2016;-26;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2017;24;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2018;7;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2019;-16;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0100;06;2020;3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2007;103;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2008;98;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2009;96;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2010;117;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2011;199;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2012;146;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2013;226;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2014;102;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2015;95;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2016;60;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2017;148;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2018;94;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2019;109;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;03;2020;106;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2007;3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2008;10;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2009;-13;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2010;-12;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2011;17;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2012;7;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2013;-6;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2014;-14;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2015;5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2016;-21;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2017;26;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2018;4;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2019;-13;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0110;06;2020;11;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0121;03;2018;2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0121;03;2019;1;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2007;77;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2008;108;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2009;38;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2010;64;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2011;8;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2012;38;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2013;33;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2014;44;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2015;71;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2016;39;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2017;52;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2018;48;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2019;37;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;03;2020;27;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2007;47;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2008;-2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2009;-32;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2010;7;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2011;-8;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2012;-14;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2013;15;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2014;2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2015;-10;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2016;-5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2017;-2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2018;3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2019;-3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;498;0129;06;2020;-8;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1990;526;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1991;551;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1992;576;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1993;604;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1994;650;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1995;650;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1996;506;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1997;376;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1998;269;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;1999;129;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;2000;31;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;2001;2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;01;2002;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1990;1226;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1991;1398;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1992;1215;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1993;1302;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1994;1500;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1995;1931;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1996;2859;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1997;2831;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1998;3352;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;1999;3252;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2000;3962;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2001;5135;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2002;5124;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2003;4890;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2004;5472;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2005;5630;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2006;5876;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2007;6027;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2008;5569;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2009;5276;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2010;5520;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2011;4005;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2012;4677;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2013;4480;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2014;6518;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2015;6460;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2016;6724;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2017;6808.62;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2018;8459.456;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2019;10113.255;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;03;2020;9964.972;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1990;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1991;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1992;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1993;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1994;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1995;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1996;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;04;1997;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1990;10;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1991;-70;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1992;66;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1993;-76;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1994;-53;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1995;-49;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1996;82;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1997;92;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1998;181;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;1999;52;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2000;-25;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2001;36;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2002;-136;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2004;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2005;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2006;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2007;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2008;-72;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2009;11;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2010;220;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2011;-578;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2012;95;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2013;-2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2014;402;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2015;-275;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2016;234;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2017;62.594;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2018;656.699;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2019;14.695;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0100;06;2020;-170.685;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;03;2016;6724;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;03;2017;6808.62;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;03;2018;8459.456;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;03;2019;10113.255;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;03;2020;9964.972;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;06;2016;234;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;06;2017;62.594;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;06;2018;656.699;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;06;2019;14.695;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;504;0129;06;2020;-170.685;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1990;40;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1991;42;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1992;40;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1993;40;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1994;40;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1995;38;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1996;20;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1997;18;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1998;18;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;1999;21;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2000;24;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2001;28;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2002;44;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2003;37;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2004;17;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2005;3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2006;41;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2007;24;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2008;38;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2009;38;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2010;38;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2011;617;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2012;4530;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2013;5991.751;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2014;6331.586;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2015;6600.3;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2016;5462.2;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2017;11746.344;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2018;16095.454;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2019;10877.948;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;01;2020;7449.155;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1990;18;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1991;20;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1992;20;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1993;20;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1994;20;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1995;18;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1996;25;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;03;1997;25;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;1996;20;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;1997;18;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;1998;18;3;TN;E
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;1999;21;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2000;24;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2001;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2002;36;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2003;15;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2004;30;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2005;10;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2006;21;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2007;15;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2008;28;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2009;28;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2010;28;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2011;162;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2012;2957;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2013;3864.521;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2014;4678.727;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2015;4808.5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;508;0100;04;2016;7903.2;3;TN;A
