DATAFLOW;FREQ;REF_AREA;COMMODITY;TRANSACTION;TIME_PERIOD;OBS_VALUE;UNIT_MULT;UNIT_MEASURE;OBS_STATUS
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2011;1188;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2012;975;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2013;1093;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2014;1781;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2015;1579;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2016;1661;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2017;2065.839;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2018;2419.751;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2019;2179.429;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2020;2299.97;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;03;2021;2860.307;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1992;4844;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1993;4409;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1994;4648;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1995;5180;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1996;4898;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1997;3674;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1998;3697;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;1999;3539;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2000;3427;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2001;3141;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2002;3389;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2003;3710;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2004;3272;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2005;3210;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2006;4419;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2007;4781;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2008;4138;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2009;3960;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2010;3499;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2011;2537;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2012;3120;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2013;2230;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2014;2386;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2015;1895;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2016;2088;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2017;1466.374;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2018;1190.667;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2019;872.918;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2020;488.64;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;04;2021;1007.371;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1992;193;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1993;70;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1994;-104;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1995;-114;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1996;-84;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1997;205;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1998;-87;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;1999;-151;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2000;-46;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2001;164;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2002;-150;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2003;29;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2004;-5;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2005;84;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2006;-29;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2007;-142;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2008;176;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2009;-129;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2010;-113;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2011;241;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2012;-187;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2013;21;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2014;132;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2015;68;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2016;-160;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2017;90.94;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2018;80.744;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2019;170.484;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2020;-234.468;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0121;06;2021;-73.29;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1992;5926;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1993;7158;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1994;6490;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1995;6373;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1996;6119;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1997;6072;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1998;6650;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;1999;6346;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2000;6719;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2001;7213;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2002;6818;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2003;5780;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2004;5987;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2005;6118;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2006;5646;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2007;5220;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2008;5151;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2009;5101;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2010;5412;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2011;6082;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2012;6391;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2013;4035;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2014;4093;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2015;4148;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2016;3401;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2017;2502.813;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2018;2141.438;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2019;1399.734;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2020;1120.253;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;01;2021;678.122;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;1992;155;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;1993;58;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;1995;541;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;1996;871;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;1997;351;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2004;2276;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2010;158;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2011;159;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2012;175;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2013;152;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2014;217;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2015;190;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2016;230;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2017;185.441;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2018;180.855;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2019;108.33;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2020;54.664;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;022;2021;81.36;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1992;1674;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1993;1485;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1994;1151;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1995;1800;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1996;2336;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1997;1911;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1998;1418;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;1999;786;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2000;877;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2001;635;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2002;766;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2003;830;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2004;1091;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2005;728;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2006;960;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2007;1444;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2008;1138;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2009;1043;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2010;1293;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2011;1253;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2012;993;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2013;1065;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2014;1570;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2015;1483;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2016;1821;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2017;1731.856;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2018;1318.43;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2019;1443.173;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2020;1248.55;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;03;2021;1582.281;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1992;583;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1993;892;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1994;1554;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1995;1835;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1996;1840;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1997;2974;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1998;3028;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;1999;2588;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2000;2459;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2001;2572;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2002;2301;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2003;1959;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2004;2304;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2005;2044;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2006;2090;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2007;2024;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2008;1944;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2009;2556;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2010;2772;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2011;3275;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2012;2084;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2013;2588;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2014;1968;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2015;1666;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2016;1426;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2017;943.825;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2018;757.682;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2019;559.28;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2020;355.924;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;04;2021;436.963;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1992;-44;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1993;256;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1994;-1043;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1995;-653;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1996;53;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1997;40;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1998;-272;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;1999;-425;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2000;-608;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2001;-707;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2002;-20;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2003;-71;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2004;1766;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2005;-49;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2006;-987;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2007;-979;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2008;-743;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2009;-216;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2010;-300;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2011;-156;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2012;1365;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2013;-1659;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2014;206;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2015;34;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2016;-651;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2017;-183.016;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2018;-224.007;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2019;164.804;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2020;-41.579;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;203;0129;06;2021;-322.247;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2014;70;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2015;42;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2016;80;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2017;75.871;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2018;119.819;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2019;101.711;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2020;110.073;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;03;2021;143;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0100;06;2018;119.819;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2014;70;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2015;42;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2016;80;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2017;75.871;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2018;119.819;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2019;101.711;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2020;110.073;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;03;2021;143;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;204;0129;06;2018;119.819;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1990;10255;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1991;12810;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1992;11943;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1993;10467;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1994;11773;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1995;13009;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1996;13135;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1997;13474;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1998;8071;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;1999;7117;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2000;6416;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2001;6924;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2002;6263;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2003;9515;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2004;7592;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2005;6031;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2006;8688;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2007;8122;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2008;7569;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2009;6711;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2010;4570;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2011;6137;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2012;3978;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2013;4953;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2014;4533;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2015;2757;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2016;2886;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2017;3073.961;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2018;2755.994;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2019;2387.349;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2020;1110.995;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;03;2021;774.269;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1990;54;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1991;80;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1992;35;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1993;24;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1994;60;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1995;25;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1996;156;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1997;105;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1998;171;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;1999;200;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2000;123;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2001;164;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2002;168;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2003;151;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2004;157;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2005;96;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2006;110;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2007;190;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2008;156;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2009;64;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2010;71;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2011;0;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2012;11;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2013;52;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2014;52;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2015;92;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2016;21;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2018;16.899;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2019;45.808;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2020;194.004;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;04;2021;528.76;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1990;209;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1991;-785;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1992;864;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1993;-1369;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1994;-1257;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1995;1981;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1996;-2030;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1997;2231;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1998;-1499;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;1999;-755;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;2000;-348;3;TN;A
UNSD:DF_UNDATA_ENERGY(1.0);A;208;0100;06;2001;-231;3;TN;A
