"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1961","1961","IDX","Index","0","Units","2015_100","2015=100",0.491314,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1962","1962","IDX","Index","0","Units","2015_100","2015=100",0.5005343,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1963","1963","IDX","Index","0","Units","2015_100","2015=100",0.5179534,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1964","1964","IDX","Index","0","Units","2015_100","2015=100",0.5574037,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1965","1965","IDX","Index","0","Units","2015_100","2015=100",0.5609198,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1966","1966","IDX","Index","0","Units","2015_100","2015=100",0.571995,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",0.6111645,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",0.6545953,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",0.7068931,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",0.7509463,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",0.7872384,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",0.8714032,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",1.072699,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",1.118143,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",1.304877,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",1.49723,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",1.62398,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",1.762308,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",2.043229,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",2.338166,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",2.581915,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",2.638587,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",2.799461,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",3.101711,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",3.44296,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",3.701334,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",4.353364,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",5.15408,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",5.946875,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",6.172952,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",6.692139,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",7.869448,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",9.283804,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",10.76092,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",11.26061,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",12.62561,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",14.42021,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",15.87905,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",17.13436,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",18.76809,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",21.5968,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",28.34927,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",32.18588,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",34.84945,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",38.0901,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",42.13573,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",47.79316,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",51.47011,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",59.51019,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",61.22496,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",64.81721,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",67.8129,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",77.32095,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",87.21169,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",109.8286,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",120.1654,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",126.9562,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",140.4922,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",181.7816,,
"MANM","Narrow Money (M1) Index, SA","AUS","Australia","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",218.1593,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1961","1961","IDX","Index","0","Units","2015_100","2015=100",0.4152995,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1962","1962","IDX","Index","0","Units","2015_100","2015=100",0.4458214,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1963","1963","IDX","Index","0","Units","2015_100","2015=100",0.4845336,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1964","1964","IDX","Index","0","Units","2015_100","2015=100",0.5418279,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1965","1965","IDX","Index","0","Units","2015_100","2015=100",0.5854523,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1966","1966","IDX","Index","0","Units","2015_100","2015=100",0.6215052,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",0.6724023,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",0.7254007,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",0.7912401,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",0.8421372,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",0.900272,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",1.013506,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",1.251882,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",1.407609,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",1.634078,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",1.97845,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",2.388196,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",2.633342,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",2.976781,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",3.38816,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",3.814949,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",4.243606,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",4.791334,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",5.442723,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",6.30704,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",6.996953,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",7.732627,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",8.729323,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",10.70124,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",12.12169,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",12.77985,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",13.2092,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",13.93694,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",15.00578,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",16.2663,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",17.76847,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",19.26223,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",20.58111,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",22.50517,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",24.14251,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",26.1889,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",28.56356,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",31.49948,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",34.81713,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",37.72878,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",41.79237,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",48.87804,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",58.56251,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",65.51347,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",69.21751,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",75.90185,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",81.87012,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",87.33176,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",93.63412,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",105.9419,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",113.1859,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",116.2458,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",119.7481,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",129.7398,,
"MABM","Broad Money (M3) Index, SA","AUS","Australia","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",141.2407,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1970","1970","PC","Percentage","0","Units",,,6.646667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1971","1971","PC","Percentage","0","Units",,,6.713333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1972","1972","PC","Percentage","0","Units",,,5.831666,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1973","1973","PC","Percentage","0","Units",,,6.933333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1974","1974","PC","Percentage","0","Units",,,9.036667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1975","1975","PC","Percentage","0","Units",,,9.741667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1976","1976","PC","Percentage","0","Units",,,10.03083,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1977","1977","PC","Percentage","0","Units",,,10.22667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1978","1978","PC","Percentage","0","Units",,,9.06,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1979","1979","PC","Percentage","0","Units",,,9.749166,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1980","1980","PC","Percentage","0","Units",,,11.6475,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1981","1981","PC","Percentage","0","Units",,,13.95833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1982","1982","PC","Percentage","0","Units",,,15.375,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1983","1983","PC","Percentage","0","Units",,,13.8875,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1984","1984","PC","Percentage","0","Units",,,13.525,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1985","1985","PC","Percentage","0","Units",,,13.95417,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1986","1986","PC","Percentage","0","Units",,,13.41667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1987","1987","PC","Percentage","0","Units",,,13.19167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1988","1988","PC","Percentage","0","Units",,,12.10417,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1989","1989","PC","Percentage","0","Units",,,13.40833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1990","1990","PC","Percentage","0","Units",,,13.18,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1991","1991","PC","Percentage","0","Units",,,10.69083,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.22,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1993","1993","PC","Percentage","0","Units",,,7.280833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1994","1994","PC","Percentage","0","Units",,,9.041667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1995","1995","PC","Percentage","0","Units",,,9.210896,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1996","1996","PC","Percentage","0","Units",,,8.209207,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1997","1997","PC","Percentage","0","Units",,,6.954918,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1998","1998","PC","Percentage","0","Units",,,5.49297,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1999","1999","PC","Percentage","0","Units",,,6.009312,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.314569,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.615264,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.843958,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.366776,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2004","2004","PC","Percentage","0","Units",,,5.590775,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.339973,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.587872,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.994521,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.817944,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.039512,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.366042,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.879583,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.379167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.697292,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.656667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.710833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.336667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.639167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.684167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.493333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.9208333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.47,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.198333,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1960","1960","NATUSD","National currency per US dollar","0","Units",,,0.8939964,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1961","1961","NATUSD","National currency per US dollar","0","Units",,,0.8956722,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1962","1962","NATUSD","National currency per US dollar","0","Units",,,0.8921968,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1963","1963","NATUSD","National currency per US dollar","0","Units",,,0.8906217,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1964","1964","NATUSD","National currency per US dollar","0","Units",,,0.8954471,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1965","1965","NATUSD","National currency per US dollar","0","Units",,,0.8931586,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1966","1966","NATUSD","National currency per US dollar","0","Units",,,0.8985437,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1967","1967","NATUSD","National currency per US dollar","0","Units",,,0.898875,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1968","1968","NATUSD","National currency per US dollar","0","Units",,,0.8988748,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1969","1969","NATUSD","National currency per US dollar","0","Units",,,0.9000857,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1970","1970","NATUSD","National currency per US dollar","0","Units",,,0.8979573,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1971","1971","NATUSD","National currency per US dollar","0","Units",,,0.880399,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1972","1972","NATUSD","National currency per US dollar","0","Units",,,0.8386978,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1973","1973","NATUSD","National currency per US dollar","0","Units",,,0.702001,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1974","1974","NATUSD","National currency per US dollar","0","Units",,,0.6930622,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1975","1975","NATUSD","National currency per US dollar","0","Units",,,0.7596559,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1976","1976","NATUSD","National currency per US dollar","0","Units",,,0.8158702,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1977","1977","NATUSD","National currency per US dollar","0","Units",,,0.9003677,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1978","1978","NATUSD","National currency per US dollar","0","Units",,,0.8725651,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1979","1979","NATUSD","National currency per US dollar","0","Units",,,0.894614,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1980","1980","NATUSD","National currency per US dollar","0","Units",,,0.8771164,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1981","1981","NATUSD","National currency per US dollar","0","Units",,,0.869485,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1982","1982","NATUSD","National currency per US dollar","0","Units",,,0.9860442,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1983","1983","NATUSD","National currency per US dollar","0","Units",,,1.109094,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1984","1984","NATUSD","National currency per US dollar","0","Units",,,1.140692,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1985","1985","NATUSD","National currency per US dollar","0","Units",,,1.431742,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1986","1986","NATUSD","National currency per US dollar","0","Units",,,1.495996,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1987","1987","NATUSD","National currency per US dollar","0","Units",,,1.428814,,
