"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1987","1987","PC","Percentage","0","Units",,,16.33,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1988","1988","PC","Percentage","0","Units",,,13.1,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1989","1989","PC","Percentage","0","Units",,,13.18,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1990","1990","PC","Percentage","0","Units",,,11.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1991","1991","PC","Percentage","0","Units",,,7.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1992","1992","PC","Percentage","0","Units",,,7.01,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1993","1993","PC","Percentage","0","Units",,,4.8,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1994","1994","PC","Percentage","0","Units",,,8.39,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1995","1995","PC","Percentage","0","Units",,,8.69,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1996","1996","PC","Percentage","0","Units",,,8.4,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1997","1997","PC","Percentage","0","Units",,,7.64,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1998","1998","PC","Percentage","0","Units",,,3.49,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","1999","1999","PC","Percentage","0","Units",,,5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.51,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2003","2003","PC","Percentage","0","Units",,,5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2004","2004","PC","Percentage","0","Units",,,6.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.19,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.51,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2007","2007","PC","Percentage","0","Units",,,8.18,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.05,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.43,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.88,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.34,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.51,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.4,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.55,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.68,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.67,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.72,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.95,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.23,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.71,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","NZL","New Zealand","A","Annual","2022","2022","PC","Percentage","0","Units",,,4.18,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1961","1961","IDX","Index","0","Units","2015_100","2015=100",0.297374,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1962","1962","IDX","Index","0","Units","2015_100","2015=100",0.3154145,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1963","1963","IDX","Index","0","Units","2015_100","2015=100",0.3349578,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1964","1964","IDX","Index","0","Units","2015_100","2015=100",0.3655951,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1965","1965","IDX","Index","0","Units","2015_100","2015=100",0.3951829,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1966","1966","IDX","Index","0","Units","2015_100","2015=100",0.4276425,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",0.4670711,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",0.502864,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",0.5718645,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",0.6496111,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",0.7429746,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",0.8322691,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",0.9195196,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",1.023287,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",1.201488,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",1.436194,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",1.64486,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",1.783641,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",1.978765,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",2.176988,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",2.440433,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",2.720316,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",2.997701,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",3.41445,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",4.190278,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",4.931133,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",6.311006,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",7.295261,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",8.756945,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",9.725729,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",10.26135,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",11.01208,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",12.06855,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",13.14882,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",14.09313,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",15.13237,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",16.76397,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",18.2293,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",20.83895,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",24.03395,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",24.62744,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",25.90208,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",27.14926,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",29.60477,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",33.60263,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",40.4319,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",47.94391,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",49.30713,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",48.86818,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",49.83733,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",53.49749,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",55.73105,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",55.93116,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",59.06802,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",120.7975,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",126.7611,,
"MANM","Narrow Money (M1) Index, SA","NOR","Norway","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",138.0893,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1961","1961","IDX","Index","0","Units","2015_100","2015=100",0.9691197,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1962","1962","IDX","Index","0","Units","2015_100","2015=100",1.035895,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1963","1963","IDX","Index","0","Units","2015_100","2015=100",1.098734,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1964","1964","IDX","Index","0","Units","2015_100","2015=100",1.186699,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1965","1965","IDX","Index","0","Units","2015_100","2015=100",1.293313,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1966","1966","IDX","Index","0","Units","2015_100","2015=100",1.407465,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",1.53401,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",1.67436,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",1.866764,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",2.079819,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",2.374672,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",2.639928,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",2.949748,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",3.277498,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",3.708429,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",4.314666,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",5.078354,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",5.737983,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",6.468562,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",7.271855,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",8.221769,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",9.095253,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",9.937148,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",11.25707,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",13.07046,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",14.22049,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",15.53082,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",17.77358,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",18.70761,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",20.0135,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",21.31274,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",23.33035,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",24.62271,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",25.3869,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",26.74221,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",29.49951,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",30.33605,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",31.86451,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",33.93763,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",37.63362,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",41.2315,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",44.46519,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",46.62273,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",48.81846,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",53.61315,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",59.74593,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",69.40253,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",72.03491,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",74.20386,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",76.15746,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",82.18031,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",86.66582,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",90.798,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.78416,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.834,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",110.4406,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",116.7444,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",121.8231,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",133.0816,,
"MABM","Broad Money (M3) Index, SA","NOR","Norway","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",147.1905,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1985","1985","PC","Percentage","0","Units",,,12.91167,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1986","1986","PC","Percentage","0","Units",,,13.29917,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1987","1987","PC","Percentage","0","Units",,,13.305,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1988","1988","PC","Percentage","0","Units",,,12.89583,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1989","1989","PC","Percentage","0","Units",,,10.82583,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1990","1990","PC","Percentage","0","Units",,,10.68,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1991","1991","PC","Percentage","0","Units",,,9.996667,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.606667,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.880833,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1994","1994","PC","Percentage","0","Units",,,7.435833,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1995","1995","PC","Percentage","0","Units",,,7.424167,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1996","1996","PC","Percentage","0","Units",,,6.773334,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.888333,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1998","1998","PC","Percentage","0","Units",,,5.4,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","1999","1999","PC","Percentage","0","Units",,,5.4975,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.218333,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2001","2001","PC","Percentage","0","Units",,,6.236667,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.384167,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.045,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.368333,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.745833,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.076667,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.774167,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.458333,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.998333,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.528333,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.135,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.101667,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.5775,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.515,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.565,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.331667,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.6375,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.879167,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.494167,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.8175,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.4025,,
"IRLT","Long-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.82,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","A","Annual","1960","1960","NATUSD","National currency per US dollar","0","Units",,,7.133698,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","A","Annual","1961","1961","NATUSD","National currency per US dollar","0","Units",,,7.14252,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","A","Annual","1962","1962","NATUSD","National currency per US dollar","0","Units",,,7.137688,,
